phase,round_code,round_label,game_datetime_raw,venue_raw,home_team,away_team,home_score,away_score,status,game_url
14 Boys - VC Ashe Friday Boys U14,R5,Round 5,08:00 PM - Friday 24 April 2026,Boroondara Sports Complex / Court 2,Hawthorn U14 Boys 1,Diamond Valley U14 Boys 1,64,51,Hawthorn U14 Boys 1 won by 13 points,
14 Boys - VC Ashe Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Dandenong Stadium / Court 1,Dandenong U14 Boys 1,Frankston U14 Boys 1,58,56,Dandenong U14 Boys 1 won by 2 points,
14 Boys - VC Ashe Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Cardinia Life Aquatic and Recreation Centre / Court 1,Pakenham U14 Boys 1,Camberwell U14 Boys 1,59,75,Camberwell U14 Boys 1 won by 16 points,
14 Boys - VC Ashe Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Kilsyth Basketball Stadium / Court 5,Kilsyth U14 Boys 1,Sandringham U14 Boys 1,68,65,Kilsyth U14 Boys 1 won by 3 points,
14 Boys - VC Ashe Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Mullum Mullum Stadium / Court 1,Bulleen U14 Boys 1,Keilor U14 Boys 1,49,61,Keilor U14 Boys 1 won by 12 points,
14 Boys - VC Watson Friday Boys U14,R5,Round 5,07:00 PM - Friday 24 April 2026,Eagle Stadium / Court 1,Wyndham U14 Boys 1,Westgate U14 Boys 1,64,50,Wyndham U14 Boys 1 won by 14 points,
14 Boys - VC Watson Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Altona Sports Centre / Court 1,Altona U14 Boys 1,Broadmeadows U14 Boys 1,66,88,Broadmeadows U14 Boys 1 won by 22 points,
14 Boys - VC Watson Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Montmorency Secondary College / Court 1,Eltham U14 Boys 1,Bendigo U14 Boys 1,62,84,Bendigo U14 Boys 1 won by 22 points,
14 Boys - VC Watson Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,State Basketball Centre / Court 8,Knox U14 Boys 1,Nunawading U14 Boys 1,66,60,Knox U14 Boys 1 won by 6 points,
14 Boys - VC Watson Friday Boys U14,R5,Round 5,08:20 PM - Friday 24 April 2026,Beyond Bank Stadium / Court 1,Geelong United U14 Boys 1,Waverley U14 Boys 1,51,46,Geelong United U14 Boys 1 won by 5 points,
U14 Boys - VJL1 Friday Boys U14,R5,Round 5,07:00 PM - Friday 24 April 2026,Gippsland Regional Indoor Sports Stadium - Traralgon / Court 1,Gippsland United U14 Boys 1,Eltham U14 Boys 2,50,38,Gippsland United U14 Boys 1 won by 12 points,
U14 Boys - VJL1 Friday Boys U14,R5,Round 5,07:20 PM - Friday 24 April 2026,Casey Stadium / Court 1,Casey U14 Boys 2,Kilsyth U14 Boys 2,39,51,Kilsyth U14 Boys 2 won by 12 points,
U14 Boys - VJL1 Friday Boys U14,R5,Round 5,07:40 PM - Friday 24 April 2026,Sandringham Family Leisure Centre / Court 2,Sandringham U14 Boys 2,Ballarat U14 Boys 1,39,51,Ballarat U14 Boys 1 won by 12 points,
U14 Boys - VJL1 Friday Boys U14,R5,Round 5,07:40 PM - Friday 24 April 2026,Dromana College / Court 1,Southern Peninsula U14 Boys 1,Ringwood U14 Boys 1,65,50,Southern Peninsula U14 Boys 1 won by 15 points,
U14 Boys - VJL1 Friday Boys U14,R5,Round 5,07:50 PM - Friday 24 April 2026,Melbourne Sports and Aquatic Centre / Court 3,Melbourne U14 Boys 1,Casey U14 Boys 1,39,58,Casey U14 Boys 1 won by 19 points,
U14 Boys - VJL2 Friday Boys U14,R5,Round 5,06:40 PM - Friday 24 April 2026,Nunawading Basketball Centre / Court 4,Nunawading U14 Boys 2,Whittlesea U14 Boys 1,39,45,Whittlesea U14 Boys 1 won by 6 points,
U14 Boys - VJL2 Friday Boys U14,R5,Round 5,06:40 PM - Friday 24 April 2026,Boardman Sports Stadium / Court 2,Sunbury U14 Boys 1,Keilor U14 Boys 2,55,39,Sunbury U14 Boys 1 won by 16 points,
U14 Boys - VJL2 Friday Boys U14,R5,Round 5,07:20 PM - Friday 24 April 2026,Diamond Valley Sports and Fitness Centre / Court 3,Diamond Valley U14 Boys 2,Waverley U14 Boys 2,42,42,Draw,
U14 Boys - VJL2 Friday Boys U14,R5,Round 5,07:40 PM - Friday 24 April 2026,Montmorency Secondary College / Court 2,Eltham U14 Boys 3,Mornington U14 Boys 1,41,56,Mornington U14 Boys 1 won by 15 points,
U14 Boys - VJL2 Friday Boys U14,R5,Round 5,07:40 PM - Friday 24 April 2026,Bentleigh Secondary College / Court 1,McKinnon U14 Boys 1,Craigieburn U14 Boys 1,45,38,McKinnon U14 Boys 1 won by 7 points,
U14 Boys - VJL3 Friday Boys U14,R5,Round 5,07:30 PM - Friday 24 April 2026,Boroondara Sports Complex / Court 4,Hawthorn U14 Boys 2,Knox U14 Boys 2,55,57,Knox U14 Boys 2 won by 2 points,
